Unnamed: 0,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,Contained technical issue,user_rating_english,user_rating_explanation_english,user_sentiment,bot_sentiment
117,118,6,9.0,2023-08-07 16:24:51.430487,"Mein Tag wäre gut strukturiert und organisiert und ich würde die Dinge erledigen, die ich mir vorgenommen habe. ",Follow/Neutral,,,Elaboration,2023-08-07 16:24:58.066098,"Das klingt nach einem klaren Bild. Kannst du dir einen spezifischen Moment vorstellen, in dem du in der Vergangenheit prokrastiniert hast",gut/hilfreich,"Die Antwort bringt mich dazu, über mein Verhalten nachzudenken, z.B. warum ich mich so leicht ablenken lasse.",Follow/Neutral,,,0.0,good/helpful,"The answer makes me think about my behavior, e.g. why I am so easily distracted.",3.0,2.0
129,130,6,12.0,2023-08-07 16:28:00.795147,Mein Handy zum Beispiel,Follow/Neutral,,,,2023-08-07 16:28:11.023991,"Du bist nicht allein mit diesem Gefühl, für viele Menschen ist das Handy eine große Ablenkung. Es ist gut, dass du dir dessen bewusst bist, denn Bewusstsein ist der erste Schritt zur Veränderung.

Was könntest du tun, um die Ablenkung durch dein Handy zu reduzieren",gut/hilfreich,"Frage verstanden, führt Gespräch auf dem richtigen Weg fort ",Follow/Neutral,,,0.0,good/helpful,"Question understood, continues conversation on the right track",2.0,2.0
135,136,6,13.0,2023-08-07 16:29:43.03248,Ich denke ich könnte noch weniger rotes Fleisch essen und eher auf vegetarische Produkte oder Fisch umsteigen. Das fällt mir noch schwer.,change,Reason,ability,Digging Deep,2023-08-07 16:29:50.303768,"Du hast also den Wunsch, weniger rotes Fleisch zu essen und mehr auf vegetarische Alternativen oder Fisch zurückzugreifen. Was genau macht diese Veränderung für dich schwierig",gut/hilfreich,,change,Reason,ability,0.0,good/helpful,,1.0,1.0
160,161,6,14.0,2023-08-07 16:39:44.77891,Ich muss es schaffen Disziplin aufzubauen,change,Reason,need,,2023-08-07 16:39:53.056776,"Das Aufbauen von Disziplin kann in der Tat sehr hilfreich sein, um die Prokrastination zu überwinden. Hast du schon darüber nachgedacht, welche konkreten Schritte du unternehmen könntest, um diese Disziplin zu entwickeln",gut/hilfreich,"Ja, aber bisher habe ich noch keine effektive Lösung gefunden.",change,Reason,need,0.0,good/helpful,"Yes, but I haven't found an effective solution yet.",2.0,3.0
176,177,6,15.0,2023-08-07 16:45:30.801142,"Mir ist es in der Kindheit/Teenagerzeit mal gelungen mich gesund zu ernähren, aber es ist schwierig, das dauerhaft beizubehalten.",sustain,Reason,ability,Affirmation,2023-08-07 16:45:37.710408,"Es ist beeindruckend, dass du schon einmal den Weg zu einer gesünderen Ernährung gefunden hast. Diese Erfahrung kann dir helfen, auch jetzt wieder einen gesunden Weg zu finden.",gut/hilfreich,,sustain,Reason,ability,0.0,good/helpful,,1.0,2.0
181,182,6,16.0,2023-08-07 16:48:21.073336,"Ich denke immer extrem lange und ausführlich über die zu erledigenden Aufgaben nach und gehe gedanklich alle möglichen Schwierigkeiten durch, die bei der tatsächlichen Bearbeitung auftreten könnten.",Follow/Neutral,,,,2023-08-07 16:48:33.256764,"Das klingt, als könntest du in eine Art ""Analyse-Paralyse"" verfallen, indem du so viel über potenzielle Herausforderungen nachdenkst, dass du dich überwältigt fühlst und es schwierig findest, anzufangen. Ist das korrekt",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,1.0,2.5
201,202,6,17.0,2023-08-07 17:11:25.072657,"Ich könnte mich schneller und windiger bewegen und könnte Kleidung tragen, die ich lieber mag.",change,Reason,desire,,2023-08-07 17:11:38.827323,"Das klingt nach tollen Zielen! Du könntest dich also besser bewegen und dich in deiner Kleidung wohler fühlen. Eine gesündere Ernährung könnte dir dabei helfen, diese Ziele zu erreichen. 

Es wäre auch wichtig, sich mögliche Hindernisse und Herausforderungen bewusst zu machen, die auf dem Weg zur Änderung auftreten könnten. Was könnte dich deiner Meinung nach dar",schlecht/unpassend,inkomplett,change,Reason,desire,0.0,bad/inappropriate,incomplete,2.0,2.5
210,211,6,19.0,2023-08-07 17:14:04.800023,"Ich kann meine Aufgaben schneller erledigen, bin produktiver und habe ein besseres Gewissen. Dadurch bin ich zufriedener und habe mehr Zeit für andere Dinge.",change,Reason,General Reason,Digging Deep,2023-08-07 17:14:13.253084,"Du hast also den Wunsch, produktiver zu sein und ein besseres Gewissen zu haben. Was könnte passieren, wenn du weiterhin prokrastinierst",gut/hilfreich,"Die Antwort passt, bestätigt mich und macht mir deutlich, was die Konsequenzen meines Verhaltens sind.",change,Reason,General Reason,0.0,good/helpful,"The answer fits, confirms me and makes it clear to me what the consequences of my behavior are.",2.0,2.0
244,245,6,21.0,2023-08-07 17:33:54.73482,ich habe schon viel gelesen und bin bereit einiges zu ändern,change,Commitment,,,2023-08-07 17:34:05.80009,"Es klingt so, als ob du dich bereits gut informiert hast und motiviert bist, Änderungen vorzunehmen. Das ist schon ein wichtiger Schritt. Was denkst du, was die größten Herausforderungen für dich sein könnten, um gesünder zu essen",gut/hilfreich,passt gut,change,Commitment,,0.0,good/helpful,fits well,2.0,2.0
265,266,6,23.0,2023-08-07 17:37:26.461432,"Besser etwas Ungesundes essen, als Alokohol zu trinken, oder?",Follow/Neutral,,,Affirmation,2023-08-07 17:37:41.34654,"Das Verlangen nach einer Belohnung am Ende eines langen Tages ist menschlich und verständlich. Deine Entscheidung, zu Essen statt zu Alkohol zu greifen, zeigt, dass du bereits gesündere Entscheidungen triffst. Du bist dir der Konsequenzen deiner Handlungen bewusst und das ist ein wichtiger Schritt.",gut/hilfreich,Motivierende Aussage,Follow/Neutral,,,0.0,good/helpful,Motivating statement,2.0,2.333333333333333
267,268,6,25.0,2023-08-07 17:38:23.829596,keine Ahnung,Follow/Neutral,,,,2023-08-07 17:38:35.737003,"Das ist ok, manchmal ist es nicht einfach, sofort eine Lösung zu sehen. Wie wäre es, wenn wir uns einige Situationen anschauen, in denen du erfolgreich warst, motiviert und strukturiert zu sein. Was waren die Faktoren, die dazu beigetragen haben",gut/hilfreich,Bezug auf eine konkrete Situation ist zielführend.,Follow/Neutral,,,0.0,good/helpful,Reference to a specific situation is useful.,2.0,2.6666666666666665
269,270,6,22.0,2023-08-07 17:38:39.02578,"Handy weglegen, an zukünftige Erfolge denken",change,Reason,General Reason,,2023-08-07 17:38:47.909501,"Es hört sich so an, als hättest du schon einige Ideen, wie du dein Ziel erreichen kannst. Sich von Ablenkungen wie dem Handy fernzuhalten und an zukünftige Erfolge zu denken, sind gute Strategien.

Wie könntest du diese Maßnahmen in deinen Alltag integrieren",gut/hilfreich,ist der logische nächste Schritt,change,Reason,General Reason,0.0,good/helpful,is the logical next step,3.0,2.333333333333333
271,272,6,24.0,2023-08-07 17:38:42.14365,"Das ist nix neues,",Follow/Neutral,,,Looking Back,2023-08-07 17:38:50.127491,"Erinnere dich an eine Zeit, in der du erfolgreich eine Aufgabe erledigt hast ohne zu prokrastinieren. Was war anders an dieser Situation im Vergleich zu jetzt",gut/hilfreich,Motivierend.,Follow/Neutral,,,0.0,good/helpful,Motivating.,2.0,2.5
289,290,6,26.0,2023-08-07 17:41:36.159116,Ein Ernährungsplan,change,Commitment,,Elaboration,2023-08-07 17:41:43.088636,"Du denkst also, dass ein Ernährungsplan hilfreich für dich sein könnte. Wie stellst du dir vor, dass der Ernährungsplan dir helfen könnte, dein Ziel zu erreichen",gut/hilfreich,,change,Commitment,,0.0,good/helpful,,2.0,2.0
304,305,6,27.0,2023-08-07 17:45:19.913356,Tipp eins befolge ich derzeitig schon.,Follow/Neutral,,,,2023-08-07 17:45:38.922851,"Das ist großartig! Du bist bereits auf dem richtigen Weg. Hier sind weitere Tipps:

2. Achte auf versteckten Zucker: Zucker ist in vielen verarbeiteten Lebensmitteln enthalten, auch in solchen, von denen du es nicht erwarten würdest, wie Brot, Soßen, Dressings und sogar manchen Fleischprodukten. Lies die Nährwertangaben auf den Verpackungen und wähle Produkte mit weniger oder keinem z",gut/hilfreich,Der Text ist wieder abgeschnitten aber das ist vollkommen richtig und eine guter tipp,Follow/Neutral,,,,good/helpful,The text is cut off again but this is absolutely correct and a good tip,2.0,1.6
326,327,6,28.0,2023-08-08 09:53:42.127333,Nicht gut. Ich fange an zu grübeln,change,Reason,General Reason,Looking Back,2023-08-08 09:53:50.446111,"Es ist verständlich, dass du dich danach nicht gut fühlst. Denkst du, es gab in der Vergangenheit Zeiten, in denen du weniger prokrastiniert hast als jetzt",gut/hilfreich,Frage ob es eine Änderung im Verhalten gab,change,Reason,General Reason,0.0,good/helpful,Question whether there has been a change in behavior,2.5,1.5
347,348,6,31.0,2023-08-08 10:16:46.801172,"Ich könnte meinen Einkauf anpassen und darauf achten gesünder einzukaufen, zum besispiel mehr obst und gemüse",change,Reason,need,Exploring Goals and Values,2023-08-08 10:16:54.525488,"Du hast also den Gedanken, deinen Einkauf anzupassen und mehr Obst und Gemüse zu kaufen. Was könnte dich dazu motivieren, diesen ersten Schritt zu gehen",gut/hilfreich,er geht auf mich ein und fragt nach meienr motivation,change,Reason,need,0.0,good/helpful,he responds to me and asks about my motivation,2.0,1.5
364,365,6,32.0,2023-08-08 10:34:00.750901,Eventuell was Autofahren betrifft.,Follow/Neutral,,,,2023-08-08 10:34:09.153747,Autofahren hat tatsächlich einen großen Einfluss auf unsere persönliche CO2-Bilanz. Würdest du gerne weniger Auto fahren oder vielleicht ganz darauf verzichten,gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,3.0,2.5
403,404,6,36.0,2023-08-08 12:02:21.406536,Ich esse gerne Süsskram und fettiges,change,Reason,General Reason,Querying Extremes,2023-08-08 12:02:32.854612,"Verstehe, Süßigkeiten und fettige Speisen sind also eine Herausforderung für dich. Stell dir nun vor, du würdest weiterhin viel von diesen Lebensmitteln essen. Was wäre, deiner Meinung nach, das Schlimmste, was passieren könnte",gut/hilfreich,logische Frage,change,Reason,General Reason,0.0,good/helpful,logical question,3.0,2.333333333333333
434,435,6,40.0,2023-08-08 12:10:07.780294,Ich wollte eigentlich 5 eingeben aber das Interface ist buggy,change,Reason,desire,,2023-08-08 12:10:20.495165,"Ah, ich verstehe. Danke für die Klarstellung. Also eine 5, das bedeutet, dass es dir einigermaßen wichtig ist, weniger zu prokrastinieren. Kannst du mir sagen, was dich davon abhält, es als noch wichtiger einzustufen",gut/hilfreich,Chatbot hat erkannt das eine falsche Eingabe vorlag,change,Reason,desire,1.0,good/helpful,Chatbot has recognized that there was an incorrect input,2.0,2.0
435,436,6,37.0,2023-08-08 12:10:17.082212,Kannst du den letzten Satz bitte wiederholen?,Follow/Neutral,,,,2023-08-08 12:13:20.567176,"Natürlich, es tut mir leid für die Unterbrechung. Ich wollte sagen, dass es wichtig ist, realistisch zu bleiben und bei Verhaltensänderungen kleine, machbare Schritte zu machen. Niemand erwartet von dir, dass du über Nacht alles änderst. Vielleicht könntest du damit beginnen, für kurze Strecken auf das Auto zu verzichten oder an bestimmten Tagen in der Woche auf öffentliche Verkehrsm",schlecht/unpassend,"Genau dieselbe Antwort wie davor, auch an derselben Stelle abgeschnitten",Follow/Neutral,,,0.0,bad/inappropriate,"Exactly the same answer as before, also cut off in the same place",2.0,1.75
436,437,6,38.0,2023-08-08 12:10:39.173047,ja abends zu hause wenn ich was koche.,sustain,Taking Steps,,Disarming,2023-08-08 12:10:47.609468,"Es ist gut zu hören, dass du bereits Zeiten identifiziert hast, in denen du gesündere Entscheidungen triffst. Aber was gefällt dir an den Momenten, in denen du dich nicht gesund ernährst",gut/hilfreich,"es wird durch die frage über die situationen reflektiert, wo es gelint oder nicht gelingt",sustain,Taking Steps,,0.0,good/helpful,it is reflected through the question about the situations where it succeeds or fails,2.0,2.0
437,438,6,39.0,2023-08-08 12:10:44.447272,Die Aussicht auf gute Resultate ,Follow/Neutral,,,Continuing the Paragraph,2023-08-08 12:10:50.750222,"Die Aussicht auf gute Resultate ist also ein Motivationsfaktor für dich. Was bedeutet für dich ein ""gutes Ergebnis""",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,3.0,2.5
467,468,6,41.0,2023-08-08 12:23:39.523109,"Sorry, das war ein Fehler. Ich meinte 9.",Follow/Neutral,,,Affirmation,2023-08-08 12:23:48.196378,"Eine 9, das ist beeindruckend. Deine Motivation und dein Wunsch nach Veränderung sind offensichtlich sehr stark. Bist du bereit, mir zu erzählen, was dich so motiviert hat",gut/hilfreich,"Ich sehe einfach, dass sich meine derzeitige schlechte Ernährung auf meinen Körper und Wohlbefinden auswirkt.",Follow/Neutral,,,0.0,good/helpful,I simply see that my current poor diet is affecting my body and well-being.,1.0,2.6666666666666665
489,490,6,42.0,2023-08-08 12:43:50.385577,Ich habe leider keine Idee.,Follow/Neutral,,,,2023-08-08 12:44:02.035793,"Das ist okay, wir können gemeinsam einige Strategien durchgehen. Hier sind ein paar Vorschläge:

1. Zeitmanagement-Techniken: Eine Methode wäre die Pomodoro-Technik, bei der du in 25 Minuten langen Arbeitsblöcken arbeitest, gefolgt von kurzen Pausen. 

2. Umgebung gestalten: Eine andere Möglichkeit wäre, deine Umgebung so zu gestalten, dass sie weniger ablenkend ist",gut/hilfreich,"Die KI schlägt Strategien vor, die zwar sehr knapp und wenig erklärt sind, aber möglicherweise hilfreich sein könnten.",Follow/Neutral,,,0.0,good/helpful,"The AI suggests strategies that are very brief and not very well explained, but could potentially be helpful.",2.0,1.5
501,502,6,44.0,2023-08-08 12:46:20.275252,Nein,Follow/Neutral,,,,2023-08-08 12:46:35.19363,"Das ist völlig in Ordnung. Es kann hilfreich sein, sich kleine, erreichbare Ziele zu setzen. Beispielsweise könntest du damit beginnen, dir feste Zeiten für bestimmte Aufgaben zu setzen und diese dann konsequent einzuhalten. Oder du könntest versuchen, die Gründe für dein Prokrastinieren zu identifizieren und diese dann gezielt anzugehen. Hast du eine",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,2.0,2.0
502,503,6,45.0,2023-08-08 12:46:24.788094,"auf der Arbeit oder bei Dingen, auf die ich wenig Lust habe",change,Reason,General Reason,,2023-08-08 12:46:32.518988,"Es ist oft schwieriger, sich auf Aufgaben zu konzentrieren, die uns nicht interessieren oder die wir nicht gerne machen. 
Es ist wichtig, Strategien zu entwickeln, um mit solchen Situationen umzugehen. 

Hast du schon einmal überlegt, wie du mit solchen Situationen umgehen könntest",gut/hilfreich,nein,change,Reason,General Reason,0.0,good/helpful,no,2.0,1.6666666666666667
565,566,6,49.0,2023-08-08 13:27:22.209448,Ich versuche weniger Fleisch zu essen und mir gesündere Bio-Produkte zu kaufen,change,Taking Steps,,,2023-08-08 13:27:32.926904,"Das sind bereits tolle Schritte in Richtung einer gesünderen Ernährung. Weniger Fleisch zu essen und auf Bio-Produkte zu setzen, kann sich positiv auf deine Gesundheit auswirken. 

Wie könntest du dir vorstellen, diese Maßnahmen noch weiter zu verstärken oder auszubauen",gut/hilfreich,,change,Taking Steps,,1.0,good/helpful,,1.0,2.0
571,572,6,50.0,2023-08-08 13:28:30.164571,"Ich habe vor kurzem erfolgreich mit dem Rauchen aufgehört, was eines der schwierigsten Aufgaben in meinem Leben war.",change,Taking Steps,,Reviewing Past Successes,2023-08-08 13:28:36.817736,"Das Aufhören mit dem Rauchen ist eine große Leistung. Wie hast du geschafft, diese Änderung zu initiieren und aufrechtzuerhalten",gut/hilfreich,"Erinnert mich an meinem Prozess, etwas zu erreichen, was mir dann später dabei helfen kann, mein neues Ziel zu erreichen.",change,Taking Steps,,0.0,good/helpful,Reminds me of my process of achieving something that can later help me reach my new goal.,3.0,3.0
576,577,6,51.0,2023-08-08 13:29:40.09786,meine pflichten besser erfüllen,Follow/Neutral,,,,2023-08-08 13:29:47.454558,"Es ist klar, dass du hier ein klares und wichtiges Ziel hast. Was glaubst du, welche positiven Auswirkungen es hätte, wenn du weniger prokrastinierst und deine Pflichten besser erfüllst",gut/hilfreich,,Follow/Neutral,,,1.0,good/helpful,,3.0,2.5
580,581,6,52.0,2023-08-08 13:30:18.221037,"Man wird faul, antriebslos und unglücklich.",sustain,Reason,General Reason,,2023-08-08 13:30:26.151283,"Das klingt wirklich schwierig. Es ist sehr verständlich, dass du daran etwas ändern möchtest. 

Aufgrund deiner bisherigen Erfahrungen, was glaubst du, könnte dir helfen, weniger zu prokrastinieren",gut/hilfreich,Struktur ,sustain,Reason,General Reason,,good/helpful,Structure,1.0,1.6666666666666667
607,608,6,53.0,2023-08-08 13:42:18.830738,Es gibt 2 wichtige Gründe: 1. habe ich wenig Zeit zum Kochen und 2. ist der Kauf von gesunden Lebensmitteln oft sehr viel teurer,sustain,Reason,General Reason,Querying Extremes,2023-08-08 13:42:25.198732,"Was wäre das beste Ergebnis, wenn du trotz dieser Herausforderungen gesünder essen könntest",schlecht/unpassend,"Anstatt auf meine Antwort einzugehen, stellt es eine neue Frage.",sustain,Reason,General Reason,0.0,bad/inappropriate,"Instead of responding to my answer, it asks a new question.",2.333333333333333,2.0
632,633,6,55.0,2023-08-08 13:58:45.623397,8,Follow/Neutral,,,,2023-08-08 13:58:53.918599,"Du hast eine 8 gewählt, das zeigt ein starkes Interesse daran, diese Veränderung zu machen. Was wären einige der Vorteile, wenn du weniger prokrastinieren würdest",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,2.0,2.5
646,647,6,56.0,2023-08-08 14:16:33.984647,"Ja, richtig",Follow/Neutral,,,Continuing the Paragraph,2023-08-08 14:16:52.909174,"Du bist dir also bewusst, dass es Zeiten gibt, in denen du fokussiert bist und produktiv arbeitest. Wie sieht es aus, wenn du dich in solchen Momenten befindest",gut/hilfreich,"Es ist ein guter Gedankenanstoß über die Zeiten nachzudenken, in denen ich produktiv bin",Follow/Neutral,,,0.0,good/helpful,It's good food for thought to reflect on the times when I am productive,3.0,2.0
655,656,6,57.0,2023-08-08 14:25:59.132487,"Wenn ich Yoga machen würde, würde ich mich wohler in meinem Körper fühlen, dass weiß ich aus Erfahrung. Den Versuch, meine Bilder zu verkaufen, sehe ich als einen Akt der Wertschätzung mir selber gegenüber an, wenn ich tatsächlich welche verkaufen würde, gäbe mir das zudem Anerkennung von außen und eine kleine Nebeneinkunft.",Follow/Neutral,,,,2023-08-08 14:26:10.253228,"Das klingt nach sehr positiven Veränderungen. Die körperliche Wohlbefinden durch Yoga und die Anerkennung und Wertschätzung durch den Verkauf deiner Bilder sind großartige Ziele. Was sind die größten Hindernisse, die dich bisher davon abhalten, diese Veränderungen durchzuführen",gut/hilfreich,Es gibt (wie ürbigens bei der letzten Antwort schon) (positives) Feedback auf das von mir Gesagte und danach einen logiscen Ansatzpunkt.,Follow/Neutral,,,0.0,good/helpful,"There is (as in the last answer, by the way) (positive) feedback on what I said and then a logical starting point.",2.5,2.333333333333333
666,667,6,58.0,2023-08-08 14:37:49.972134,"Dazu kommen mir nicht viele Gedanken, sonst könnte ich das Problemverhalten ja selbst regulieren.",change,Reason,General Reason,Affirmation,2023-08-08 14:37:57.345296,"Du erkennst, dass dein momentanes Verhalten nicht ideal ist und du bist bereit, daran zu arbeiten. Das ist eine wichtige Voraussetzung für Veränderung. Was könntest du tun, um weniger zu prokrastinieren",gut/hilfreich,,change,Reason,General Reason,0.0,good/helpful,,1.0,2.0
680,681,6,59.0,2023-08-08 14:52:23.91312,Das weis ich ja eben nicht,Follow/Neutral,,,,2023-08-08 14:52:32.642078,"Das ist völlig okay. Veränderungen sind oft schwierig und es kann dauern, bis wir wissen, wie wir anfangen sollen. Lass uns gemeinsam darüber nachdenken. 

Was könnte der kleinste, einfachste Schritt sein, den du machen könntest, um nachhaltiger zu leben",schlecht/unpassend,enauso nutzlos wie der vorherige Satz,Follow/Neutral,,,0.0,bad/inappropriate,just as useless as the previous sentence,2.0,2.0
693,694,6,60.0,2023-08-08 15:01:13.172219,Danke ich werde weiter diesen Weg gehen,Follow/Neutral,,,Looking Forward,2023-08-08 15:01:18.6054,"Stell dir vor, es ist ein Jahr vergangen und du hast dein Ziel, dich gesünder zu ernähren, erreicht. Wie hat sich dein Leben verändert",gut/hilfreich,,Follow/Neutral,,,1.0,good/helpful,,3.0,2.0
719,720,6,64.0,2023-08-08 15:11:07.719824,,Follow/Neutral,,,Digging Deep,2023-08-08 15:11:19.695404,"Ich verstehe, dass es schwierig sein kann, seine Ernährungsgewohnheiten zu ändern. Was genau stellt für dich die größte Herausforderung dar, wenn du an eine gesündere Ernährung denkst",gut/hilfreich,,Follow/Neutral,,,0.0,good/helpful,,2.0,1.5
720,721,6,62.0,2023-08-08 15:11:12.903105,Ich bin beruflich eingespannt.,Follow/Neutral,,,Looking Back,2023-08-08 15:11:22.062503,"Du bist beruflich stark eingespannt. Kannst du dich an eine Zeit erinnern, in der du dich trotz hoher Arbeitsbelastung gesund ernährt hast",gut/hilfreich,Es geht auf mein Anliegen ein.,Follow/Neutral,,,0.0,good/helpful,It responds to my request.,2.0,2.0
721,722,6,63.0,2023-08-08 15:11:20.173056,"Einfache und schnelle Rezepte vielleicht. Aber um darauf zu kommen, brauche ich dich nicht.",Follow/Neutral,,,,2023-08-08 15:11:33.350198,"Es ist großartig, dass du schon eine Idee hast, wie du anfangen könntest! Schnelle und einfache Rezepte können definitiv dabei helfen, eine gesündere Ernährung in einen vollen Terminkalender zu integrieren. Gibt es weitere Faktoren oder Strategien, die dir dabei helfen könnten, diesen Plan umzusetzen",schlecht/unpassend,Chatbot wiederholt was ich bereits gesagt habe und gibt mir überhaupt keinen input.,Follow/Neutral,,,0.0,bad/inappropriate,Chatbot repeats what I have already said and gives me no input at all.,1.0,2.6666666666666665
